model,scenario,label,score
Xception,hq,1,0.9993145
Xception,hq,1,0.98202324
Xception,hq,1,0.9918198
Xception,hq,1,0.9228315
Xception,hq,1,0.96814775
Xception,hq,1,0.97211957
Xception,hq,1,0.9882599
Xception,hq,1,0.99532914
Xception,hq,1,0.992338
Xception,hq,1,0.982119
Xception,hq,1,0.9602621
Xception,hq,1,0.9572784
Xception,hq,1,0.93805075
Xception,hq,1,0.98719275
Xception,hq,1,0.9528613
Xception,hq,1,0.6418469
Xception,hq,1,0.96983504
Xception,hq,1,0.9663313
Xception,hq,1,0.933647
Xception,hq,1,0.90840584
Xception,hq,1,0.91627324
Xception,hq,1,0.9445431
Xception,hq,1,0.99840254
Xception,hq,1,0.9974542
Xception,hq,1,0.9994042
Xception,hq,1,0.9992038
Xception,hq,1,0.99817806
Xception,hq,1,0.997456
Xception,hq,1,0.9904897
Xception,hq,1,0.99744993
Xception,hq,1,0.9979837
Xception,hq,1,0.9780247
Xception,hq,1,0.88001776
Xception,hq,1,0.96847254
Xception,hq,1,0.90280575
Xception,hq,1,0.5687325
Xception,hq,1,0.92889446
Xception,hq,1,0.8862977
Xception,hq,1,0.8345775
Xception,hq,1,0.89627635
Xception,hq,1,0.77302134
Xception,hq,1,0.9769899
Xception,hq,1,0.6878223
Xception,hq,1,0.9957419
Xception,hq,1,0.9544376
Xception,hq,1,0.86311847
Xception,hq,1,0.8488252
Xception,hq,1,0.9380889
Xception,hq,1,0.9899695
Xception,hq,1,0.65018106
Xception,hq,1,0.9680795
Xception,hq,1,0.9634597
Xception,hq,1,0.7351947
Xception,hq,1,0.91660446
Xception,hq,1,0.91716695
Xception,hq,1,0.9340987
Xception,hq,1,0.99829906
Xception,hq,1,0.6610414
Xception,hq,1,0.9920421
Xception,hq,1,0.9921414
Xception,hq,1,0.93333304
Xception,hq,1,0.95994306
Xception,hq,1,0.98217225
Xception,hq,1,0.9255829
Xception,hq,1,0.9978302
Xception,hq,1,0.97947115
Xception,hq,1,0.9939094
Xception,hq,1,0.9714747
Xception,hq,1,0.99415654
Xception,hq,1,0.9964978
Xception,hq,1,0.9819042
Xception,hq,1,0.98916656
Xception,hq,1,0.9969757
Xception,hq,1,0.6815401
Xception,hq,1,0.816906
Xception,hq,1,0.78457165
Xception,hq,1,0.8684451
Xception,hq,1,0.8857774
Xception,hq,1,0.9623539
Xception,hq,1,0.99782634
Xception,hq,1,0.99741614
Xception,hq,1,0.9978479
Xception,hq,1,0.99446017
Xception,hq,1,0.9969117
Xception,hq,1,0.9987923
Xception,hq,1,0.9978306
Xception,hq,1,0.603174
Xception,hq,1,0.88933146
Xception,hq,1,0.8572181
Xception,hq,1,0.97195643
Xception,hq,1,0.96344054
Xception,hq,1,0.9866119
Xception,hq,1,0.9186327
Xception,hq,1,0.97791487
Xception,hq,1,0.93924785
Xception,hq,1,0.92751765
Xception,hq,1,0.95274043
Xception,hq,1,0.94478506
Xception,hq,1,0.9520993
Xception,hq,1,0.9530652
Xception,hq,1,0.9744476
Xception,hq,1,0.9806188
Xception,hq,1,0.9801116
Xception,hq,1,0.9809974
Xception,hq,1,0.8542447
Xception,hq,1,0.971435
Xception,hq,1,0.89422125
Xception,hq,1,0.951199
Xception,hq,1,0.9605651
Xception,hq,1,0.960761
Xception,hq,1,0.8991773
Xception,hq,1,0.9861068
Xception,hq,1,0.9559208
Xception,hq,1,0.9758945
Xception,hq,1,0.95627123
Xception,hq,1,0.9334346
Xception,hq,1,0.93507475
Xception,hq,1,0.93938416
Xception,hq,1,0.6003616
Xception,hq,1,0.6217874
Xception,hq,1,0.863577
Xception,hq,1,0.53372043
Xception,hq,1,0.52235353
Xception,hq,1,0.99758893
Xception,hq,1,0.9860431
Xception,hq,1,0.9891025
Xception,hq,1,0.9987956
Xception,hq,1,0.99284756
Xception,hq,1,0.995238
Xception,hq,1,0.9832185
Xception,hq,1,0.8581291
Xception,hq,1,0.809386
Xception,hq,1,0.89469314
Xception,hq,1,0.83516634
Xception,hq,1,0.929008
Xception,hq,1,0.7970929
Xception,hq,1,0.95759624
Xception,hq,1,0.9501504
Xception,hq,1,0.8996636
Xception,hq,1,0.9337158
Xception,hq,1,0.9764693
Xception,hq,1,0.995908
Xception,hq,1,0.92929447
Xception,hq,1,0.8000567
Xception,hq,1,0.9949057
Xception,hq,1,0.9873743
Xception,hq,1,0.9779086
Xception,hq,1,0.95896095
Xception,hq,1,0.9779531
Xception,hq,1,0.94768417
Xception,hq,1,0.9909961
Xception,hq,1,0.9829114
Xception,hq,1,0.7162472
Xception,hq,1,0.29615366
Xception,hq,1,0.6749274
Xception,hq,1,0.923659
Xception,hq,1,0.99864405
Xception,hq,1,0.99427974
Xception,hq,1,0.9872404
Xception,hq,1,0.9763383
Xception,hq,1,0.9940001
Xception,hq,1,0.9882028
Xception,hq,1,0.9854085
Xception,hq,1,0.9903576
Xception,hq,1,0.8174096
Xception,hq,1,0.96460694
Xception,hq,1,0.8907454
Xception,hq,1,0.98980254
Xception,hq,1,0.69895816
Xception,hq,1,0.92951125
Xception,hq,1,0.98502725
Xception,hq,1,0.96010935
Xception,hq,1,0.9563457
Xception,hq,1,0.6153319
Xception,hq,1,0.9224567
Xception,hq,1,0.73617756
Xception,hq,1,0.6122559
Xception,hq,1,0.87592846
Xception,hq,1,0.86771226
Xception,hq,1,0.9639301
Xception,hq,1,0.8835695
Xception,hq,1,0.940958
Xception,hq,1,0.95850194
Xception,hq,1,0.97326905
Xception,hq,1,0.7964814
Xception,hq,1,0.93881196
Xception,hq,1,0.60585463
Xception,hq,1,0.74195087
Xception,hq,1,0.93150944
Xception,hq,1,0.8592492
Xception,hq,1,0.9987697
Xception,hq,1,0.98070997
Xception,hq,1,0.99496883
Xception,hq,1,0.99317646
Xception,hq,1,0.9918982
Xception,hq,1,0.9882785
Xception,hq,1,0.9961346
Xception,hq,1,0.9959702
Xception,hq,1,0.9618199
Xception,hq,1,0.7913757
Xception,hq,1,0.9746582
Xception,hq,1,0.94643795
Xception,hq,1,0.38962063
Xception,hq,1,0.77716225
Xception,hq,1,0.9887058
Xception,hq,1,0.9922444
Xception,hq,1,0.9805408
Xception,hq,1,0.9113565
Xception,hq,1,0.9969538
Xception,hq,1,0.9817154
Xception,hq,1,0.9557901
Xception,hq,1,0.96103305
Xception,hq,1,0.9597303
Xception,hq,1,0.9585481
Xception,hq,1,0.97413856
Xception,hq,1,0.94756943
Xception,hq,1,0.9800266
Xception,hq,1,0.9790845
Xception,hq,1,0.9948787
Xception,hq,1,0.9899473
Xception,hq,1,0.9968947
Xception,hq,1,0.99840015
Xception,hq,1,0.99684143
Xception,hq,1,0.99611396
Xception,hq,1,0.9924197
Xception,hq,1,0.99616575
Xception,hq,1,0.9890332
Xception,hq,1,0.96531725
Xception,hq,1,0.9840446
Xception,hq,1,0.9052979
Xception,hq,1,0.8555975
Xception,hq,1,0.7813139
Xception,hq,1,0.98663723
Xception,hq,1,0.8922584
Xception,hq,1,0.96486264
Xception,hq,1,0.9262783
Xception,hq,1,0.9556496
Xception,hq,1,0.93022794
Xception,hq,1,0.9628544
Xception,hq,1,0.9832629
Xception,hq,1,0.91550684
Xception,hq,1,0.88445395
Xception,hq,1,0.9273666
Xception,hq,1,0.62111914
Xception,hq,1,0.8925553
Xception,hq,1,0.85642326
Xception,hq,1,0.6393317
Xception,hq,1,0.89652306
Xception,hq,1,0.85571545
Xception,hq,1,0.93250495
Xception,hq,1,0.8715048
Xception,hq,1,0.9097523
Xception,hq,1,0.70147234
Xception,hq,0,0.0067121554
Xception,hq,0,0.00089602324
Xception,hq,0,0.0005375268
Xception,hq,0,0.0012816266
Xception,hq,0,0.0005536341
Xception,hq,0,0.0020819323
Xception,hq,0,0.71091485
Xception,hq,0,0.2685601
Xception,hq,0,0.2265502
Xception,hq,0,0.13445148
Xception,hq,0,0.35604608
Xception,hq,0,0.3162158
Xception,hq,0,0.25083336
Xception,hq,0,0.56457627
Xception,hq,0,0.15985093
Xception,hq,0,0.46573442
Xception,hq,0,0.24245487
Xception,hq,0,0.3637203
Xception,hq,0,0.38299417
Xception,hq,0,0.60483104
Xception,hq,0,0.795882
Xception,hq,0,0.6151519
Xception,hq,0,0.8405184
Xception,hq,0,0.69924664
Xception,hq,0,0.9134382
Xception,hq,0,0.9462615
Xception,hq,0,0.23560233
Xception,hq,0,0.41348982
Xception,hq,0,0.58505887
Xception,hq,0,0.7531444
Xception,hq,0,0.37860888
Xception,hq,0,0.48128223
Xception,hq,0,0.8131656
Xception,hq,0,0.08504501
Xception,hq,0,0.8166457
Xception,hq,0,0.20474239
Xception,hq,0,0.6506778
Xception,hq,0,0.3162044
Xception,hq,0,0.8926233
Xception,hq,0,0.72059387
Xception,hq,0,0.7490363
Xception,hq,0,0.715605
Xception,hq,0,0.46654466
Xception,hq,0,0.23253828
Xception,hq,0,0.3791892
Xception,hq,0,0.109591305
Xception,hq,0,0.6708122
Xception,hq,0,0.3230881
Xception,hq,0,0.33231604
Xception,hq,0,0.56414354
Xception,hq,0,0.034954038
Xception,hq,0,0.011842671
Xception,hq,0,0.101219706
Xception,hq,0,0.44737437
Xception,hq,0,0.510455
Xception,hq,0,0.34732854
Xception,hq,0,0.38187075
Xception,hq,0,0.7045537
Xception,hq,0,0.44621196
Xception,hq,0,0.17006665
Xception,hq,0,0.0957073
Xception,hq,0,0.06509746
Xception,hq,0,0.32091185
Xception,hq,0,0.30600393
Xception,hq,0,0.31716365
Xception,hq,0,0.15920655
Xception,hq,0,0.37941504
Xception,hq,0,0.14578712
Xception,hq,0,0.1602822
Xception,hq,0,0.023462424
Xception,hq,0,0.03850354
Xception,hq,0,0.035292696
Xception,hq,0,0.009171585
Xception,hq,0,0.02382442
Xception,hq,0,0.016533593
Xception,hq,0,0.0038233737
Xception,hq,0,0.3827132
Xception,hq,0,0.43636146
Xception,hq,0,0.15735811
Xception,hq,0,0.28449294
Xception,hq,0,0.58276725
Xception,hq,0,0.43249205
Xception,hq,0,0.40872544
Xception,hq,0,0.011470587
Xception,hq,0,0.0106956605
Xception,hq,0,0.008414866
Xception,hq,0,0.003725887
Xception,hq,0,0.003362717
Xception,hq,0,0.0037573462
Xception,hq,0,0.0019481946
Xception,hq,0,0.005746952
Xception,hq,0,0.011715537
Xception,hq,0,0.002130861
Xception,hq,0,0.003525304
Xception,hq,0,0.0036523272
Xception,hq,0,0.0037365383
Xception,hq,0,0.003301871
Xception,hq,0,0.006078862
Xception,hq,0,0.00024021465
Xception,hq,0,0.0011216656
Xception,hq,0,0.0011965545
Xception,hq,0,0.012017667
Xception,hq,0,0.011904652
Xception,hq,0,0.023543954
Xception,hq,0,0.019011525
Xception,hq,0,0.015761893
Xception,hq,0,0.015626168
Xception,hq,0,0.0073929606
Xception,hq,0,0.063435175
Xception,hq,0,0.11317779
Xception,hq,0,0.022303186
Xception,hq,0,0.0124773905
Xception,hq,0,0.009301506
Xception,hq,0,0.012291307
Xception,hq,0,0.0040917424
Xception,hq,0,0.00082848984
Xception,hq,0,0.00074200035
Xception,hq,0,0.000696464
Xception,hq,0,0.0008974128
Xception,hq,0,0.0006053125
Xception,hq,0,0.00072989456
Xception,hq,0,0.0017336681
Xception,hq,0,0.020646116
Xception,hq,0,0.00046802105
Xception,hq,0,0.0026959162
Xception,hq,0,0.006495795
Xception,hq,0,0.00071673124
Xception,hq,0,0.0007856802
Xception,hq,0,0.0005479538
Xception,hq,0,0.0002954381
Xception,hq,0,0.031705447
Xception,hq,0,0.012294212
Xception,hq,0,0.014372842
Xception,hq,0,0.013360414
Xception,hq,0,0.017430468
Xception,hq,0,0.03433047
Xception,hq,0,0.014535667
Xception,hq,0,0.0034871285
Xception,hq,0,0.005153792
Xception,hq,0,0.00093810126
Xception,hq,0,0.0049057296
Xception,hq,0,0.0047993218
Xception,hq,0,0.011612671
Xception,hq,0,0.22153702
Xception,hq,0,0.6117754
Xception,hq,0,0.029444372
Xception,hq,0,0.02771292
Xception,hq,0,0.031464946
Xception,hq,0,0.0027602082
Xception,hq,0,0.120296754
Xception,hq,0,0.12693775
Xception,hq,0,0.4069356
Xception,hq,0,0.039756354
Xception,hq,0,0.0029928575
Xception,hq,0,0.024066176
Xception,hq,0,0.02372772
Xception,hq,0,0.029859733
Xception,hq,0,0.012324556
Xception,hq,0,0.16834958
Xception,hq,0,0.13987574
Xception,hq,0,0.09061963
Xception,hq,0,0.5222759
Xception,hq,0,0.35375574
Xception,hq,0,0.19134909
Xception,hq,0,0.5101944
Xception,hq,0,0.004406147
Xception,hq,0,0.0028535477
Xception,hq,0,0.003206972
Xception,hq,0,0.0048242314
Xception,hq,0,0.008548786
Xception,hq,0,0.0028030018
Xception,hq,0,0.0024109501
Xception,hq,0,0.004062215
Xception,hq,0,0.010181709
Xception,hq,0,0.0022704091
Xception,hq,0,0.004350163
Xception,hq,0,0.03261687
Xception,hq,0,0.1051633
Xception,hq,0,0.0066409833
Xception,hq,0,0.01807288
Xception,hq,0,0.023681054
Xception,hq,0,0.050640386
Xception,hq,0,0.007053665
Xception,hq,0,0.010471301
Xception,hq,0,0.0085165
Xception,hq,0,0.00037984506
Xception,hq,0,0.00022957216
Xception,hq,0,0.00012426954
Xception,hq,0,0.00026121922
Xception,hq,0,9.505521e-05
Xception,hq,0,0.00015239544
Xception,hq,0,0.00041733863
Xception,hq,0,0.00012370218
Xception,hq,0,0.00030515683
Xception,hq,0,0.012702743
Xception,hq,0,0.009443299
Xception,hq,0,0.0047466457
Xception,hq,0,0.00024202598
Xception,hq,0,0.03458402
Xception,hq,0,0.0018963026
Xception,hq,0,0.007997242
Xception,hq,0,0.003332173
Xception,hq,0,0.055951003
Xception,hq,0,0.00059683365
Xception,hq,0,0.002396366
Xception,hq,0,0.0009464136
Xception,hq,0,0.0041754376
Xception,hq,0,0.004811926
Xception,hq,0,0.06810866
Xception,hq,0,0.03826377
Xception,hq,0,0.029329492
Xception,hq,0,0.06734876
Xception,hq,0,0.027265042
Xception,hq,0,0.0032219512
Xception,hq,0,0.0020466351
Xception,hq,0,0.0038971284
Xception,hq,0,0.007563649
Xception,hq,0,0.0040154634
Xception,hq,0,0.008792819
Xception,hq,0,0.009394231
Xception,hq,0,0.28517476
Xception,hq,0,0.14004841
Xception,hq,0,0.6064228
Xception,hq,0,0.5332578
Xception,hq,0,0.11599396
Xception,hq,0,0.071564786
Xception,hq,0,0.16654536
Xception,hq,0,0.18519802
Xception,hq,0,0.41631517
Xception,hq,0,0.7045629
Xception,hq,0,0.008753639
Xception,hq,0,0.18884979
Xception,hq,0,0.09546558
Xception,hq,0,0.1065922
Xception,hq,0,0.0742677
Xception,hq,0,0.13866684
Xception,hq,0,0.0008900265
Xception,hq,0,0.0016861877
Xception,hq,0,0.002114881
Xception,hq,0,0.00027334975
Xception,hq,0,0.00039609685
Xception,hq,0,0.00065939844
Xception,hq,0,0.00118525
Xception,hq,0,0.24502441
Xception,hq,0,0.12761801
Xception,hq,0,0.1582617
Xception,hq,0,0.11955549
Xception,hq,0,0.16150457
Xception,hq,0,0.06869133
Xception,hq,0,0.017120346
Xception,hq,0,0.008979502
Xception,hq,0,0.011973503
Xception,hq,0,0.2213679
Xception,hq,0,0.5399453
Xception,hq,0,0.2004492
Xception,hq,0,0.0054358067
Xception,hq,0,0.028562892
Xception,hq,0,0.5526377
Xception,hq,0,0.15426366
Xception,hq,0,0.7767929
Xception,hq,0,0.47638687
Xception,hq,0,0.21620446
Xception,hq,0,0.33714503
Xception,hq,0,0.39535797
Xception,hq,0,0.44865012
Xception,hq,0,0.46094775
Xception,hq,0,0.55098295
Xception,hq,0,0.18665314
Xception,hq,0,0.43000543
Xception,hq,0,0.43461376
Xception,hq,0,0.19416033
Xception,hq,0,0.5892769
Xception,hq,0,0.22301944
Xception,hq,0,0.3134622
Xception,hq,0,0.8376585
Xception,hq,0,0.7313889
Xception,hq,0,0.73169196
Xception,hq,0,0.05101083
Xception,hq,0,0.066423744
Xception,hq,0,0.19993778
Xception,hq,0,0.46698123
Xception,hq,0,0.6954128
Xception,hq,0,0.17188267
Xception,hq,0,0.34815815
Xception,hq,0,0.046017617
Xception,hq,0,0.18218955
Xception,hq,0,0.69327354
Xception,hq,0,0.37681675
Xception,hq,0,0.068788536
Xception,hq,0,0.0732664
Xception,hq,0,0.08575623
Xception,hq,0,0.8990759
Xception,hq,0,0.75499797
Xception,hq,0,0.4222012
Xception,hq,0,0.254076
Xception,hq,0,0.9376261
Xception,hq,0,0.8199372
Xception,hq,0,0.76212656
Xception,hq,0,0.55801415
Xception,hq,0,0.7664058
Xception,hq,0,0.2902164
Xception,hq,0,0.40452537
Xception,hq,0,0.45800918
Xception,hq,0,0.00032053687
Xception,hq,0,0.00011221356
Xception,hq,0,0.00016822571
Xception,hq,0,0.000107257976
Xception,hq,0,0.00052250567
Xception,hq,0,0.00026522044
Xception,hq,0,0.005588722
Xception,hq,0,0.008958552
Xception,hq,0,0.007887136
Xception,hq,0,0.004452526
Xception,hq,0,0.009090976
Xception,hq,0,0.007404521
Xception,hq,0,0.0011715691
Xception,hq,0,0.019339077
Xception,hq,0,0.8137436
Xception,hq,0,0.57998633
Xception,hq,0,0.742121
Xception,hq,0,0.7111585
Xception,hq,0,0.7587321
Xception,hq,0,0.5394989
Xception,hq,0,0.69944024
Xception,hq,0,0.30238554
Xception,hq,0,0.3355028
Xception,hq,0,0.39011574
Xception,hq,0,0.6941576
Xception,hq,0,0.3356619
Xception,hq,0,0.39043626
Xception,hq,0,0.9172833
Xception,hq,0,0.8865149
Xception,hq,0,0.62644124
Xception,hq,0,0.84149647
Xception,hq,0,0.83176994
Xception,hq,0,0.8076278
Xception,hq,0,0.8522835
Xception,hq,0,0.014311184
Xception,hq,0,0.003029913
Xception,hq,0,0.05655204
Xception,hq,0,0.032182306
Xception,hq,0,0.0010741701
Xception,hq,0,0.0026841497
Xception,hq,0,0.0028241985
Xception,hq,0,0.0037813399
Xception,hq,0,0.004254389
Xception,hq,0,0.00342545
Xception,hq,0,0.012277953
Xception,hq,0,0.06806782
Xception,hq,0,0.015258706
Xception,hq,0,0.015601543
Xception,hq,0,0.016963063
Xception,hq,0,0.0011043965
Xception,hq,0,0.0018017592
Xception,hq,0,0.0047170348
Xception,hq,0,0.0015910888
Xception,hq,0,0.002118011
Xception,hq,0,0.0020088044
Xception,hq,0,0.011388456
Xception,hq,0,0.02596623
Xception,hq,0,0.008345926
Xception,hq,0,0.0031630024
Xception,hq,0,0.0039206366
Xception,hq,0,0.003941638
Xception,hq,0,0.00060504314
Xception,hq,0,0.00044221486
Xception,hq,0,0.00040057747
Xception,hq,0,0.000503697
Xception,hq,0,0.0005670437
Xception,hq,0,0.00293268
Xception,hq,0,0.0009379293
Xception,hq,0,0.0010649133
Xception,q60,1,0.6949857
Xception,q60,1,0.6244863
Xception,q60,1,0.4069111
Xception,q60,1,0.63796604
Xception,q60,1,0.72431743
Xception,q60,1,0.75721556
Xception,q60,1,0.9790635
Xception,q60,1,0.93275416
Xception,q60,1,0.9515748
Xception,q60,1,0.9392538
Xception,q60,1,0.9684192
Xception,q60,1,0.98258233
Xception,q60,1,0.848955
Xception,q60,1,0.8937213
Xception,q60,1,0.56199616
Xception,q60,1,0.022352872
Xception,q60,1,0.8264587
Xception,q60,1,0.51404184
Xception,q60,1,0.9071442
Xception,q60,1,0.92839324
Xception,q60,1,0.8724456
Xception,q60,1,0.9618959
Xception,q60,1,0.7576102
Xception,q60,1,0.9494381
Xception,q60,1,0.96723735
Xception,q60,1,0.97327995
Xception,q60,1,0.9939187
Xception,q60,1,0.9904901
Xception,q60,1,0.98806
Xception,q60,1,0.98799556
Xception,q60,1,0.9889967
Xception,q60,1,0.99754864
Xception,q60,1,0.99318886
Xception,q60,1,0.8610901
Xception,q60,1,0.93586046
Xception,q60,1,0.36903712
Xception,q60,1,0.34069845
Xception,q60,1,0.80220777
Xception,q60,1,0.58614767
Xception,q60,1,0.88844806
Xception,q60,1,0.94283766
Xception,q60,1,0.74642324
Xception,q60,1,0.945813
Xception,q60,1,0.9545101
Xception,q60,1,0.9712293
Xception,q60,1,0.96282125
Xception,q60,1,0.90108615
Xception,q60,1,0.8846256
Xception,q60,1,0.9914003
Xception,q60,1,0.9617474
Xception,q60,1,0.87089586
Xception,q60,1,0.18621637
Xception,q60,1,0.6562068
Xception,q60,1,0.51428056
Xception,q60,1,0.7857893
Xception,q60,1,0.80714273
Xception,q60,1,0.3608349
Xception,q60,1,0.9656816
Xception,q60,1,0.9598351
Xception,q60,1,0.9311905
Xception,q60,1,0.94242746
Xception,q60,1,0.9205344
Xception,q60,1,0.93507785
Xception,q60,1,0.9560603
Xception,q60,1,0.58208835
Xception,q60,1,0.8847513
Xception,q60,1,0.96967465
Xception,q60,1,0.9721892
Xception,q60,1,0.9600299
Xception,q60,1,0.9448753
Xception,q60,1,0.8947145
Xception,q60,1,0.98319364
Xception,q60,1,0.9833578
Xception,q60,1,0.7617406
Xception,q60,1,0.949325
Xception,q60,1,0.94665515
Xception,q60,1,0.8892619
Xception,q60,1,0.9867016
Xception,q60,1,0.93642056
Xception,q60,1,0.97216475
Xception,q60,1,0.92045516
Xception,q60,1,0.9690212
Xception,q60,1,0.92513245
Xception,q60,1,0.9406347
Xception,q60,1,0.97120947
Xception,q60,1,0.9842391
Xception,q60,1,0.9613331
Xception,q60,1,0.98597443
Xception,q60,1,0.9287424
Xception,q60,1,0.9248302
Xception,q60,1,0.85311484
Xception,q60,1,0.9803299
Xception,q60,1,0.99870986
Xception,q60,1,0.9991683
Xception,q60,1,0.99855876
Xception,q60,1,0.99401766
Xception,q60,1,0.9988533
Xception,q60,1,0.99901885
Xception,q60,1,0.9947272
Xception,q60,1,0.9408773
Xception,q60,1,0.9875511
Xception,q60,1,0.98419726
Xception,q60,1,0.99431163
Xception,q60,1,0.9953583
Xception,q60,1,0.9982191
Xception,q60,1,0.99584967
Xception,q60,1,0.99323446
Xception,q60,1,0.9884417
Xception,q60,1,0.9943503
Xception,q60,1,0.99663764
Xception,q60,1,0.91434216
Xception,q60,1,0.9543033
Xception,q60,1,0.9715542
Xception,q60,1,0.90842724
Xception,q60,1,0.93950665
Xception,q60,1,0.96166587
Xception,q60,1,0.98108363
Xception,q60,1,0.9970437
Xception,q60,1,0.99835724
Xception,q60,1,0.9984996
Xception,q60,1,0.9987553
Xception,q60,1,0.99948883
Xception,q60,1,0.9993227
Xception,q60,1,0.9983757
Xception,q60,1,0.96647173
Xception,q60,1,0.9788984
Xception,q60,1,0.75366443
Xception,q60,1,0.79339
Xception,q60,1,0.93429697
Xception,q60,1,0.9603187
Xception,q60,1,0.9707864
Xception,q60,1,0.97378767
Xception,q60,1,0.8436384
Xception,q60,1,0.9248995
Xception,q60,1,0.9310569
Xception,q60,1,0.71010596
Xception,q60,1,0.96161467
Xception,q60,1,0.78328514
Xception,q60,1,0.5154652
Xception,q60,1,0.9796602
Xception,q60,1,0.9755185
Xception,q60,1,0.8986539
Xception,q60,1,0.95140976
Xception,q60,1,0.957478
Xception,q60,1,0.9576685
Xception,q60,1,0.99667513
Xception,q60,1,0.9952603
Xception,q60,1,0.99926585
Xception,q60,1,0.9985134
Xception,q60,1,0.98953134
Xception,q60,1,0.9941094
Xception,q60,1,0.98797643
Xception,q60,1,0.985774
Xception,q60,1,0.9849628
Xception,q60,1,0.83155763
Xception,q60,1,0.7996896
Xception,q60,1,0.9848764
Xception,q60,1,0.92579126
Xception,q60,1,0.53911126
Xception,q60,1,0.83054173
Xception,q60,1,0.79846466
Xception,q60,1,0.89072365
Xception,q60,1,0.87086296
Xception,q60,1,0.75442576
Xception,q60,1,0.975592
Xception,q60,1,0.7090007
Xception,q60,1,0.995825
Xception,q60,1,0.93416125
Xception,q60,1,0.6819346
Xception,q60,1,0.61213493
Xception,q60,1,0.9149537
Xception,q60,1,0.9572425
Xception,q60,1,0.8076476
Xception,q60,1,0.9418465
Xception,q60,1,0.46178365
Xception,q60,1,0.6950514
Xception,q60,1,0.57836556
Xception,q60,1,0.48715317
Xception,q60,1,0.7736157
Xception,q60,1,0.99560446
